dept_id|deptName|college
29050105|MD-MED CENTRAL-OTHER|COLLEGE-MEDICINE
29050300|MD-RHEUMATOLOGY|COLLEGE-MEDICINE
29050400|MD-CARDIOLOGY|COLLEGE-MEDICINE
29050401|MD-CARDIOLOGY-WOMENS HEALTH|COLLEGE-MEDICINE
29050403|MD-CARDIOLOGY-SHEPS LAB|COLLEGE-MEDICINE
29050404|MD-CARDIOLOGY- EP RESEARCH LAB|COLLEGE-MEDICINE
29050405|MD-CARDIOLOGY-RESEARCH|COLLEGE-MEDICINE
29050406|MD-CARDIOLOGY-WEST|COLLEGE-MEDICINE
29050407|MD-CARDIOLOGY-TRANSPLANT|COLLEGE-MEDICINE
29050408|MD-CARDIOLOGY-OTHER|COLLEGE-MEDICINE
29050500|MD-DERMATOLOGY|COLLEGE-MEDICINE
29050600|MD-HEMATOLOGY/ONCOLOGY|COLLEGE-MEDICINE
29050601|MD-HEMATOLOGY/ONCOLOGY-HEMATO|COLLEGE-MEDICINE
29050602|MD-HEMATOLOGY/ONCOLOGY-ONCOL|COLLEGE-MEDICINE
29050603|MD-HEMATOLOGY/ONCOLOGY-BMTU|COLLEGE-MEDICINE
29050604|MD-HEMATOLOGY/ONCOLOGY-OTHER|COLLEGE-MEDICINE
29050700|MD-ENDOCRINOLOGY|COLLEGE-MEDICINE
29050800|MD-INFECTIOUS DISEASES|COLLEGE-MEDICINE
29050900|MD-PULMONARY MEDICINE|COLLEGE-MEDICINE
29050901|MD-PULMONARY-TRANSPLANT|COLLEGE-MEDICINE
29050902|MD-PULMONARY-SLEEP|COLLEGE-MEDICINE
29050903|MD-PULMONARY-OTHER|COLLEGE-MEDICINE
29051000|MD-INTERNAL MEDICINE|COLLEGE-MEDICINE
29051001|MD-INTERNAL MEDICINE-HOSPLIST|COLLEGE-MEDICINE
29051002|MD-INTERNAL MEDICINE-OTHER|COLLEGE-MEDICINE
29051003|MD-INTEGRATIVE MEDICINE|COLLEGE-MEDICINE
29051004|MD-INTERNAL MEDICINE-ALLERGY|COLLEGE-MEDICINE
29051100|MD-PHYSICIAN ASSISTANT PROG|COLLEGE-MEDICINE
29051200|MD-COMPUTER SCIENCE|COLLEGE-MEDICINE
29051300|MD-NEPHROLOGY|COLLEGE-MEDICINE
29051301|MD-NEPHROLOGY-GENERAL|COLLEGE-MEDICINE
29051302|MD-NEPHROLOGY-CADE|COLLEGE-MEDICINE
29051303|MD-NEPHROLOGY-TRANSPLANT|COLLEGE-MEDICINE
29051304|MD-NEPHROLOGY-DIALYSIS|COLLEGE-MEDICINE
29051305|MD-NEPHROLOGY-HYPERTENSION CTR|COLLEGE-MEDICINE
29051306|MD-NEPHROLOGY-OTHER|COLLEGE-MEDICINE
29051307|MD-ELECTRON MICROSCOPY AUX|COLLEGE-MEDICINE
29051400|MD-GASTROENTEROLOGY|COLLEGE-MEDICINE
29051401|MD-GASTROENTEROLOGY-TRANSPLANT|COLLEGE-MEDICINE
29051402|MD-GASTROENTERLOGY-LIVER|COLLEGE-MEDICINE
29051403|MD-GASTOENTEROLOGY-OTHER|COLLEGE-MEDICINE
29051500|MD-GERIATRICS|COLLEGE-MEDICINE
29051600|MD-GERIATRIC EDUCATION CENTER|COLLEGE-MEDICINE
29051700|MD-MEDICINE GLOBAL HEALTH|COLLEGE-MEDICINE
29051800|MD-PALLIATIVE CARE DIVISION|COLLEGE-MEDICINE
29051900|MD-HOSPITAL MEDICINE DIVISION|COLLEGE-MEDICINE
29052000|MD-INTRDSP & TRANS RSCH|COLLEGE-MEDICINE
29052001|MD-INST FOR THERAPEUTIC INNOV|COLLEGE-MEDICINE
29052100|MD-CTR FOR MUCOSAL IMMUNOLOGY|COLLEGE-MEDICINE
29052200|MD-CARE ONE CLINIC|COLLEGE-MEDICINE
29060000|MD-MOLECULAR GENTCS / MICROBIO|COLLEGE-MEDICINE
29060100|MD-MOLECULAR GENETICS-GEN|COLLEGE-MEDICINE
29060200|MD-GENE THERAPY CENTER|COLLEGE-MEDICINE
29060300|MD-EMERGING PATHOGENS INITIATV|COLLEGE-MEDICINE
29060400|MD-MGM HTGEAS|COLLEGE-MEDICINE
29070000|MD-OBSTETRICS / GYNECOLOGY|COLLEGE-MEDICINE
29070100|MD-OBSTETRICS / GYNECOLOGY-GEN|COLLEGE-MEDICINE
29070101|MD-OBGYN-ADMIN|COLLEGE-MEDICINE
29070102|MD-OBGYN-EDUCATION|COLLEGE-MEDICINE
29070103|MD-OBGYN-ENDOCRINOLOGY|COLLEGE-MEDICINE
29070104|MD-OBGYN-GYNECOLOGY|COLLEGE-MEDICINE
29070105|MD-OBGYN-OBSTETRICS|COLLEGE-MEDICINE
29070106|MD-OBGYN-ONCOLOGY|COLLEGE-MEDICINE
29070107|MD-OBGYN-RESEARCH|COLLEGE-MEDICINE
29070200|MD-OBGYN-PENSACOLA|COLLEGE-MEDICINE
29070300|MD-OBGYN-AGH|COLLEGE-MEDICINE
29070400|MD-OBGYN-MIC|COLLEGE-MEDICINE
29070500|MD-OBGYN-WOUND RESEARCH CTR|COLLEGE-MEDICINE
29070501|MD-ANALYSES-BACTERIAL BIOFILMS|COLLEGE-MEDICINE
29070600|MD-OBGYN-FIRST AVENUE SERVICES|COLLEGE-MEDICINE
29070601|MD-OBGYN - HEALTHLY FAMILIES|COLLEGE-MEDICINE
29070602|MD-OBGYN - PSYCHO-SOCIAL|COLLEGE-MEDICINE
29070603|MD-OBGYN - WIC|COLLEGE-MEDICINE
29080000|MD-PATHOLOGY|COLLEGE-MEDICINE
29080100|MD-PATHOLOGY-GENERAL|COLLEGE-MEDICINE
29080200|MD-PATHOLOGY-HISTOCORE|COLLEGE-MEDICINE
29080300|MD-PATHOLOGY-MOUSE COLONY|COLLEGE-MEDICINE
29080400|MD-PATHOLOGY-FORENSIC|COLLEGE-MEDICINE
29080500|MD-PATHOLOGY-MEDICAL EXAMINER|COLLEGE-MEDICINE
29080600|MD-CTR-IMMUNOLOGY/TRANSPLANT|COLLEGE-MEDICINE
29080700|MD-CTR-LIATHIASIS/PATH CALC|COLLEGE-MEDICINE
29080800|MD-MAPLES CTR - FORENSIC MED|COLLEGE-MEDICINE
29080900|MD-PATHOLOGY-LABDOC|COLLEGE-MEDICINE
29081000|MD-PATHOLOGY - DIABETES|COLLEGE-MEDICINE
29081100|MD-PATH - UF PATH LABS|COLLEGE-MEDICINE
29081200|MD-PATH-TISSUE BANK CANCER CTR|COLLEGE-MEDICINE
29081300|MD-PATH - ANATOMIC PATHOLOGY|COLLEGE-MEDICINE
29081400|MD-PATH - CLINICAL PATHOLOGY|COLLEGE-MEDICINE
29081500|MD-PATH - PATHOLOGY ADMIN|COLLEGE-MEDICINE
29081600|MD-PATHOLOGY- BIOREPOSITORY|COLLEGE-MEDICINE
29081700|MD-PATH - ANALYTICAL MS LAB|COLLEGE-MEDICINE
29081800|MD-PATH UF RACING LAB|COLLEGE-MEDICINE
29081900|MD-PATH CELLULAR REPROGRAMMING|COLLEGE-MEDICINE
29090000|MD-PEDIATRICS|COLLEGE-MEDICINE
29090100|MD-PEDS-ADMINISTRATION|COLLEGE-MEDICINE
29090200|MD-PEDS-CARDIOLOGY|COLLEGE-MEDICINE
29090300|MD-PEDS-CHILD ABUSE PREVENTION|COLLEGE-MEDICINE
29090400|MD-PEDS-CRITICAL CARE DIVISION|COLLEGE-MEDICINE
29090500|MD-PEDS-CHILD PROTECTION TEAM|COLLEGE-MEDICINE
29090600|MD-PEDS-CYTOGENETICS|COLLEGE-MEDICINE
29090700|MD-PEDS-DEI|COLLEGE-MEDICINE
29090800|MD-PEDS-DIABETES|COLLEGE-MEDICINE
29090801|MD-PEDS-DIABETES-GENERAL|COLLEGE-MEDICINE
29090802|MD-PEDS-DIABETES-RES ED / TRT|COLLEGE-MEDICINE
29090900|MD-PEDS-ENDOCRINOLOGY|COLLEGE-MEDICINE
29091000|MD-PEDS-GASTROENTEROLOGY|COLLEGE-MEDICINE
29091100|MD-PEDS-GENETICS|COLLEGE-MEDICINE
29091200|MD-PEDS-GENERAL|COLLEGE-MEDICINE
29091201|MD-PEDS-GENERAL-OTHER|COLLEGE-MEDICINE
29091202|MD-PEDS-MULTDIS DIAG TRMT PROG|COLLEGE-MEDICINE
29091300|MD-PEDS-HEMATOLOGY|COLLEGE-MEDICINE
29091400|MD-PEDS-IMMUNOLOGY|COLLEGE-MEDICINE
29091401|MD-PEDS-IMMUNOLOGY-GENERAL|COLLEGE-MEDICINE
29091402|MD-PEDS-IMMUNOLOGY DIFFICENCY|COLLEGE-MEDICINE
29091500|MD-PEDS-MEDICAL EDUCATION|COLLEGE-MEDICINE
29091600|MD-PEDS-NEPHROLOGY|COLLEGE-MEDICINE
29091700|MD-PEDS-NEONATOLOGY|COLLEGE-MEDICINE
29091800|MD-PEDS-NEUROLOGY|COLLEGE-MEDICINE
29091801|MD-PEDS-NEUROLOGY-GENERAL|COLLEGE-MEDICINE
29091802|MD-PEDS EPILESPY CTR -EXCELL|COLLEGE-MEDICINE
29091900|MD-PEDS-PDS|COLLEGE-MEDICINE
29092000|MD-PEDS-PULMONARY|COLLEGE-MEDICINE
29092100|MD-CHILD HEALTH RES INSTITUTE|COLLEGE-MEDICINE
29092200|MD-PEDS-ICS|COLLEGE-MEDICINE
29092300|MD-PEDS-CELL / MOLEC THERP DIV|COLLEGE-MEDICINE
29092400|MD-PEDS-PENSACOLA|COLLEGE-MEDICINE
29092500|MD-COGNITAL HRT CTR EXCELLENCE|COLLEGE-MEDICINE
29092600|MD-PEDIATRICS - SHANDS AGH|COLLEGE-MEDICINE
29092700|MD-PEDS-HOSPITALIST PROGRAM|COLLEGE-MEDICINE
29092800|MD-POWELL GENE THERAPY CENTER|COLLEGE-MEDICINE
29092900|MD-PEDS AT ORLANDO HEALTH|COLLEGE-MEDICINE
29100000|MD-PHARMACOLOGY / THERAPEUTICS|COLLEGE-MEDICINE
29100100|MD-PHARMACOLOGY-GENERAL|COLLEGE-MEDICINE
29100200|MD-NEUROBIOLOGY-AGING CTR|COLLEGE-MEDICINE
29100300|MD-SPIRITUALITY / HEALTH CTR|COLLEGE-MEDICINE
29100400|MD-PHARM PHASE A TEACHING|COLLEGE-MEDICINE
29110000|MD-PHYSIOLOGY FUNCTIONAL GENOM|COLLEGE-MEDICINE
29110100|MD-PHYSIOLOGY-GENERAL|COLLEGE-MEDICINE
29110200|MD-PHYSIO-PHASE A MED TEACHING|COLLEGE-MEDICINE
29110300|MD-HYPERTENSION CENTER|COLLEGE-MEDICINE
29110400|MD-HYPERTENSION CORE AUXILIARY|COLLEGE-MEDICINE
29120000|MD-PSYCHIATRY|COLLEGE-MEDICINE
29120100|MD-PSYCHIATRY-GENERAL|COLLEGE-MEDICINE
29120200|MD-ONLINE MEL COURSES-ADDICIT|COLLEGE-MEDICINE
29120300|MD-PSYCHIATRY ADDICTIONS|COLLEGE-MEDICINE
29120400|MD-PSYCHIATRY ADMINISTRATION|COLLEGE-MEDICINE
29120500|MD-PSYCHIATRY ADULT|COLLEGE-MEDICINE
29120600|MD-PSYCHIATRY CHILD|COLLEGE-MEDICINE
29120700|MD-PSYCHIATRY FORENSIC|COLLEGE-MEDICINE
29120800|MD-PSYCHIATRY ANIMAL SCIENCE|COLLEGE-MEDICINE
29120900|MD-PSYCHIATRY MED PSYCHOLOGY|COLLEGE-MEDICINE
29121000|MD - COMMUNITY PSYCHIATRY|COLLEGE-MEDICINE
29130000|MD-RADIOLOGY|COLLEGE-MEDICINE
29130100|MD-RADIOLOGY-ADMINISTRATION|COLLEGE-MEDICINE
29130200|MD-RADIOLOGY-ANGIO-INTERVENT|COLLEGE-MEDICINE
29130300|MD-RADIOLOGY-CHEST|COLLEGE-MEDICINE
29130400|MD-RADIOLOGY-NEURORADIOLOGY|COLLEGE-MEDICINE
29130500|MD-RADIOLOGY-NUCLEAR MEDICINE|COLLEGE-MEDICINE
29130600|MD-RADIOLOGY-ORTHOPAEDIC|COLLEGE-MEDICINE
29130700|MD-RADIOLOGY-PEDIATRIC|COLLEGE-MEDICINE
29130800|MD-RADIOLOGY-PHYSICS|COLLEGE-MEDICINE
29130900|MD-RADIOLOGY-RESEARCH|COLLEGE-MEDICINE
29131000|MD-RADIOLOGY-VAMC|COLLEGE-MEDICINE
29131100|MD-RADIOLOGY-AGH|COLLEGE-MEDICINE
29131200|MD-RADIOLOGY-STARKE|COLLEGE-MEDICINE
29131300|MD-RADIOLOGY-LAKE SHORE|COLLEGE-MEDICINE
29131400|MD-RADIOLGY-BODY IMAGING|COLLEGE-MEDICINE
29131500|MD-RADIOLOGY-LIVE OAK|COLLEGE-MEDICINE
29131600|MD-RADIOLOGY-OCALA|COLLEGE-MEDICINE
29140000|MD-SURGERY|COLLEGE-MEDICINE
29140100|MD-SURGERY-GEN ADMIN|COLLEGE-MEDICINE
29140101|MD-SURGERY-ADMINISTRATION|COLLEGE-MEDICINE
29140102|MD-SURGERY-CHAIRMAN|COLLEGE-MEDICINE
29140103|MD-SURGERY-COMPUTER SERVICES|COLLEGE-MEDICINE
29140200|MD-CHAIR DEVELOPMENT|COLLEGE-MEDICINE
29140300|MD-SURGERY RESEARCH|COLLEGE-MEDICINE
29140400|MD-SURGERY-EDUCATION PROGRAM|COLLEGE-MEDICINE
29140401|MD-SURGERY-RESIDENCY PROGRAM|COLLEGE-MEDICINE
29140402|MD-SURGERY-STUDENT MED ED|COLLEGE-MEDICINE
29140403|MD-SURGERY-CME PROGRAM|COLLEGE-MEDICINE
29140500|MD-SURGERY-MARTIN MEMORIAL HOS|COLLEGE-MEDICINE
29141000|MD-SURGERY-GEN-BURN/TRAUMA|COLLEGE-MEDICINE
29141001|MD-SURGERY-BURN/WOUND CLINIC|COLLEGE-MEDICINE
29141002|MD-TRAUMA/CRITICAL CARE|COLLEGE-MEDICINE
29141003|MD-SURGERY-TRAUMA|COLLEGE-MEDICINE
29141004|MD-SURGERY-CRITICAL CARE|COLLEGE-MEDICINE
29141100|MD-GENERAL SURGERY - ADMIN|COLLEGE-MEDICINE
29141200|MD-SURGERY-GENERAL-ONCOLOGY|COLLEGE-MEDICINE
29141300|MD-SURGERY-GEN-TRANSPLANT|COLLEGE-MEDICINE
29141400|MD-SURGERY-GEN-SURG-WOODWARD|COLLEGE-MEDICINE
29141500|MD-SURGERY-PEDIATRIC|COLLEGE-MEDICINE
29141600|MD-SURGERY-PLASTIC|COLLEGE-MEDICINE
29141700|MD-SURGERY-TCV|COLLEGE-MEDICINE
29141800|MD-SURGERY-UROLOGY|COLLEGE-MEDICINE
29141900|MD-SURGERY-VASCULAR|COLLEGE-MEDICINE
29142000|MD-SURGERY-COMMUNITY SERVICE|COLLEGE-MEDICINE
29142100|MD-SURGERY TCV CHIEF DEV|COLLEGE-MEDICINE
29142200|MD-SURGERY AGH SERVICES|COLLEGE-MEDICINE
29150000|MD-OPHTHALMOLOGY|COLLEGE-MEDICINE
29150100|MD-OPHTHALMOLOGY-GENERAL|COLLEGE-MEDICINE
29150200|MD-CENTER-VISION RESEARCH|COLLEGE-MEDICINE
29150300|MD-HUMAN PROSTHESES|COLLEGE-MEDICINE
29160000|MD-COMMUNITY HLTH / FAMILY MED|COLLEGE-MEDICINE
29160100|MD-CHFM-ADMINISTRATION|COLLEGE-MEDICINE
29160101|MD-CHFM-GEN ADMINISTRATION|COLLEGE-MEDICINE
29160102|MD-CHFM-MEDICAL EDUCATION|COLLEGE-MEDICINE
29160200|MD-RESIDENCY PROGRAM|COLLEGE-MEDICINE
29160201|MD-RESIDENCY-BEHAVIORAL MED|COLLEGE-MEDICINE
29160202|MD-RESIDENCY-CLIN TRLS / PHARM|COLLEGE-MEDICINE
29160203|MD-RESIDENCY-EQUAL ACCESS CLIN|COLLEGE-MEDICINE
29160204|MD-FAMILY MED CENTER AT MAIN|COLLEGE-MEDICINE
29160205|MD- FAMILY MED AT MAIN|COLLEGE-MEDICINE
29160206|MD-RESIDENCY PROGRAM-ADMIN|COLLEGE-MEDICINE
29160300|MD-BIOETHICS  LAW / MEDICINE|COLLEGE-MEDICINE
29160400|MD- FAMILY MED COMM CLINICS|COLLEGE-MEDICINE
29160401|MD-EASTSIDE COMMUNITY PRACTICE|COLLEGE-MEDICINE
29160402|MD- FAM MED AT HAILE PLANTATIO|COLLEGE-MEDICINE
29160403|MD- FAM MED AT HAMPTON OAKS|COLLEGE-MEDICINE
29160404|MD-CHFM-REHAB HOSPITAL / VISTA|COLLEGE-MEDICINE
29160405|MD-COMMUNITY SERVICE-INPATIENT|COLLEGE-MEDICINE
29160406|MD-FAMILY MEDICINE-JONESVILLE|COLLEGE-MEDICINE
29160407|MD-CHFM ADULT AFTER HOURS|COLLEGE-MEDICINE
29160408|MD-CHFM WOUND CARE|COLLEGE-MEDICINE
29160600|MD-RURAL MEDICINE|COLLEGE-MEDICINE
29160601|MD-AGROMED / OCCUPATIONAL HLTH|COLLEGE-MEDICINE
29160602|MD_CHFM RURAL HEALTH_OLD TOWN|COLLEGE-MEDICINE
29160603|MD-CHFM-RURAL HLTH OTHER|COLLEGE-MEDICINE
29160604|MD-CHFM WEST LAKE CITY|COLLEGE-MEDICINE
29160605|MD-CHFM SOUTHWEST LAKE CITY|COLLEGE-MEDICINE
29160700|MD-CHFM-STUDENT HEALTH CARE|COLLEGE-MEDICINE
29160800|MD-TACACHALE DCF|COLLEGE-MEDICINE
29160900|MD-SHANDS HOSPITALIST CENTER|COLLEGE-MEDICINE
29170000|MD-ORTHOPAEDICS / REHAB|COLLEGE-MEDICINE
29170100|MD-ORTHOPAEDICS-GENERAL|COLLEGE-MEDICINE
29170200|MD-MUSCULOSKELETAL TRNG CTR|COLLEGE-MEDICINE
29170300|MD-ORTHOPAEDICS INSTITUTE RENT|COLLEGE-MEDICINE
29170400|MD-ORTHOPAEDICS ORTHOCARE|COLLEGE-MEDICINE
29170500|MD-ORTHO SCIENTIA SOLUTIONS GR|COLLEGE-MEDICINE
29180000|MD-NEUROLOGY|COLLEGE-MEDICINE
29180100|MD-NEUROLOGY-ADMIN/EDUC|COLLEGE-MEDICINE
29180200|MD-NEUROLOGY-EPILEPSY|COLLEGE-MEDICINE
29180300|MD-NEUROLOGY-MOVEMENT DISORDER|COLLEGE-MEDICINE
29180400|MD-CTR-NEUROPSYCHOLOGICAL STD|COLLEGE-MEDICINE
29180500|MD-BEHAVIORAL NEUROLOGY|COLLEGE-MEDICINE
29180600|MD-NEUROLOGY-GENERAL SERVICES|COLLEGE-MEDICINE
29180700|MD - VASCULAR NEUROLOGY|COLLEGE-MEDICINE
29180800|MD-NEUROMUSCULAR NEUROLOGY|COLLEGE-MEDICINE
29180900|MD-NEUROLOGY-BASIC SCIENCE|COLLEGE-MEDICINE
29190000|MD-NEUROLOGICAL SURGERY|COLLEGE-MEDICINE
29190100|MD-NEUROLOGICAL SURGERY-GEN|COLLEGE-MEDICINE
29190200|MD-NSG BIOSTAT CONSULTING|COLLEGE-MEDICINE
29190300|MD-NEUROSURG AT ORLANDO HEALTH|COLLEGE-MEDICINE
29200000|MD-RADIATION ONCOLOGY|COLLEGE-MEDICINE
29200100|MD-RADIATION ONCOLOGY-SHANDS|COLLEGE-MEDICINE
29200200|MD-RADIATION ONCOLOGY AT AGH|COLLEGE-MEDICINE
29200300|MD-RADIATION ONC-N FL REG|COLLEGE-MEDICINE
29200400|MD-RADIATION ONCOLOGY AT UMC|COLLEGE-MEDICINE
29200500|MD-PROTON BEAM|COLLEGE-MEDICINE
29200600|MD-RADIATION ONCOLOGY-PHYSICS|COLLEGE-MEDICINE
29200700|MD-RAD ONCOLOGY RADIOBIOLOGY|COLLEGE-MEDICINE
29210000|MD-OTOLARYNGOLOGY|COLLEGE-MEDICINE
29210100|MD-OTOLARYNGOLOGY-GENERAL|COLLEGE-MEDICINE
29230000|MD-UNIV-FLORIDA-PHYSICIANS|COLLEGE-MEDICINE
29230100|MD-UFP-GENERAL|COLLEGE-MEDICINE
29230200|MD-UFP OPERATIONS|COLLEGE-MEDICINE
29230300|MD-UFP-BAR PATIENT RELATIONS|COLLEGE-MEDICINE
29230400|MD-RADIATION THERAPY|COLLEGE-MEDICINE
29230500|MD-EYE CTR AT SHANDS-UF|COLLEGE-MEDICINE
29230600|MD-ORTHOPEADICS-HAMPTON OAKS|COLLEGE-MEDICINE
29230700|MD-EYE COMMUNITY CLINIC|COLLEGE-MEDICINE
29230800|MD-UFP-BAR CODING CHARGE ENTRY|COLLEGE-MEDICINE
29230900|MD-UFP-MEDICAL SPEC-SHANDS|COLLEGE-MEDICINE
29231000|MD-UFP-ENDROCRINOLOGY-SMP|COLLEGE-MEDICINE
29240000|MD-HEALTH OUTCOMES AND POLICY|COLLEGE-MEDICINE
29240100|MD-HOP-DEPARTMENT|COLLEGE-MEDICINE
29240101|MD-HOP-GENERAL|COLLEGE-MEDICINE
29240102|MD-EPIDEMIOLOGY-GENERAL|COLLEGE-MEDICINE
29240103|MD-EPIDEMIOLOGY-HP RESEARCH|COLLEGE-MEDICINE
29240104|MD-EHPR-CTRIP INFORMATICS PROG|COLLEGE-MEDICINE
29240105|MD-HOP BIOMED INFORMATICS|COLLEGE-MEDICINE
29240500|MD-EPIDEMIOLOGY/BIOSTATISTICS|COLLEGE-MEDICINE
29240501|MD-EPIDEMIOLOGY/BIOSTAT-GEN|COLLEGE-MEDICINE
29240502|MD-EPIDEMIOLOGY/BIOSTAT-CENTER|COLLEGE-MEDICINE
29260000|MD-ANATOMY|COLLEGE-MEDICINE
29260100|MD-ANATOMY-GENERAL|COLLEGE-MEDICINE
29260200|MD-ANAT-PHASE A MED TEACHING|COLLEGE-MEDICINE
29280000|MD-BRAIN INSTITUTE|COLLEGE-MEDICINE
29280100|MD-ADMINISTRATION|COLLEGE-MEDICINE
29280200|MD-SERVICE CENTER|COLLEGE-MEDICINE
29280201|MD-MBI UF CITS SERVICE CENTER|COLLEGE-MEDICINE
29280202|MD-MBI UF AMRIS SERVICE CENTER|COLLEGE-MEDICINE
29280203|MD-MBI UF OM SERVICE CENTER|COLLEGE-MEDICINE
29280300|MD-MAGNETIC LAB|COLLEGE-MEDICINE
29280400|MD-CORE FACILITIES|COLLEGE-MEDICINE
29280500|MD-BRAIN RESEARCH PROGRAM|COLLEGE-MEDICINE
29280600|MD-NEUROTRAMA RESEARCH PROG|COLLEGE-MEDICINE
29280700|MD-MCKNIGHT RESEARCH PROG|COLLEGE-MEDICINE
29280800|MD-ALZHEIMERS RESEARCH PROG|COLLEGE-MEDICINE
29280900|MD-CENTER-STRUCTUAL BIOLOGY|COLLEGE-MEDICINE
29290000|MD-EMERGENCY MEDICINE|COLLEGE-MEDICINE
29290100|MD-EMERGENCY MED-CLINICAL|COLLEGE-MEDICINE
29290200|MD-EMERGENCY MEDICINE-ACAD|COLLEGE-MEDICINE
29290300|MD-EMERGENCY MED - SHANDS AGH|COLLEGE-MEDICINE
29290500|MD-EMERGENCY MEDICINE-PEDS|COLLEGE-MEDICINE
29290600|MD-EMERGENCY MEDICINE-FED|COLLEGE-MEDICINE
29300000|MD-CANCER CENTER|COLLEGE-MEDICINE
29300100|MD-CANCER CTR GENRL OPERATIONS|COLLEGE-MEDICINE
29300200|MD-BASIC RESEARCH|COLLEGE-MEDICINE
29300300|MD-CANCER CONTROL|COLLEGE-MEDICINE
29300400|MD-CLINICAL AFFAIRS|COLLEGE-MEDICINE
29300401|MD-CLINICAL AFFRS-GAINESVILLE|COLLEGE-MEDICINE
29300402|MD-CLINICAL AFFRS-JACKSONVILLE|COLLEGE-MEDICINE
29300500|MD-CANCER CTR CLINICAL TRIALS|COLLEGE-MEDICINE
29300600|MD-STEM CELL|COLLEGE-MEDICINE
29300700|MD-SHARED RESOURCES|COLLEGE-MEDICINE
29300800|MD-CANCER SURVIVOR PROGRAM|COLLEGE-MEDICINE
29300900|MD-UFHCC JOINT ONCOLOGY PROG|COLLEGE-MEDICINE
29301000|MD-UFHCC NCI DESIGNATION|COLLEGE-MEDICINE
29310000|MD-AGING / GERIATRIC RESEARCH|COLLEGE-MEDICINE
29310100|MD-INSTITUTE FOR AGING-GEN|COLLEGE-MEDICINE
29310200|MD-AGING/ GERIATRIC RES-OTHER|COLLEGE-MEDICINE
29310201|MD-AGING-CLINICAL RESEARCH|COLLEGE-MEDICINE
29310202|MD-BIOLOGY OF AGING|COLLEGE-MEDICINE
29310203|MD-GERIATRIC MEDICINE|COLLEGE-MEDICINE
29310204|MD-AGING-CAREER DEVEL/ED|COLLEGE-MEDICINE
29310205|MD-AGING METABOLISM/BIOMARKERS|COLLEGE-MEDICINE
29310300|MD-AGING AT LAKE NONA|COLLEGE-MEDICINE
29320000|MD-GENETICS INSTITUTE|COLLEGE-MEDICINE
29320100|MD-GENETICS INSTITUTE-GEN|COLLEGE-MEDICINE
29330000|MD-STATISTICS|COLLEGE-MEDICINE
29330100|MD-STATISTICS-GENERAL|COLLEGE-MEDICINE
29330200|MD-CHILDHOOD CANCER RES CTR|COLLEGE-MEDICINE
29330300|MD-BIOSTATS / EPIDEMIOLOGY|COLLEGE-MEDICINE
29340000|MD-UROLOGY|COLLEGE-MEDICINE
29340100|MD-UROLOGY-ADMIN|COLLEGE-MEDICINE
29340200|MD-URO-PROSTATE DISEASE CENTER|COLLEGE-MEDICINE
29340300|MD-UROLOGY-PEDIATRIC UROLOGY|COLLEGE-MEDICINE
29350000|MD-DERMATOLOGY|COLLEGE-MEDICINE
29350100|MD-DERMATOLOGY ADMIN|COLLEGE-MEDICINE
29350200|MD-DERM DERMAPATHOLOGY|COLLEGE-MEDICINE
29350300|MD-DERMATOLOGY OTHER|COLLEGE-MEDICINE
29660000|MD-CLINICAL TRIALS|COLLEGE-MEDICINE
29660100|MD-CLINICAL TRIALS-GENERAL|COLLEGE-MEDICINE
29670000|MD-CLINICAL RESEARCH CENTER|COLLEGE-MEDICINE
29670100|MD-CLINICAL RES CNTR-GEN|COLLEGE-MEDICINE
29680000|MD-CTSI|COLLEGE-MEDICINE
29680100|MD-CLIN & TRANS SCI INST|COLLEGE-MEDICINE
29680200|MD-CTSI-SERVICE CENTER|COLLEGE-MEDICINE
29680201|MD-CTSI SVC CTR - OTHER|COLLEGE-MEDICINE
29680210|MD-CTSI-SRVC CNTR-BMS|COLLEGE-MEDICINE
29680220|MD-CTSI-SRVC CNTR-RKRS|COLLEGE-MEDICINE
29680230|MD-CTSI-SRVC CNTR-RDAP|COLLEGE-MEDICINE
29680240|MD-CTSI-SRVC CNTR-CTS-IT|COLLEGE-MEDICINE
29680241|MD-CTSI SVC CTR - IDR|COLLEGE-MEDICINE
29680242|MD-CTSI SVC CTR  BIOREPOSITORY|COLLEGE-MEDICINE
29680300|MD-CTSI-CLINICAL RESEARCH CNTR|COLLEGE-MEDICINE
29680400|MD-CTSI-SECIM|COLLEGE-MEDICINE
29680500|MD-CTSI TRANSFORMATIONAL PRGMS|COLLEGE-MEDICINE
29680501|MD-CTSI TRANSFORMATIONAL OTHER|COLLEGE-MEDICINE
29680502|MD-CTSI TRANSFORM - JAX RSCH|COLLEGE-MEDICINE
29680503|MD-CTSI TRANSFORM- BIOBEHAVIOR|COLLEGE-MEDICINE
29680504|MD-CTSI TRANSFORM -HLTH IMPACT|COLLEGE-MEDICINE
29680505|MD-CTSI TRNSFRM - IMPL SCIENCE|COLLEGE-MEDICINE
29680506|MD-CTSI TRNSFRM - PERSONAL MED|COLLEGE-MEDICINE
29680507|MD-CTSI TRNSFRM SIMULATION CTR|COLLEGE-MEDICINE
29680508|MD-CTSI TRNSFRM -COMM ENGAGE|COLLEGE-MEDICINE
29680600|MD-CTSI TRAINING PROF DEV PRGM|COLLEGE-MEDICINE
29680601|MD-CTSI TRNG PROF DV PRG-OTHER|COLLEGE-MEDICINE
