dept_id|deptName
18180907|ED-CROSS COUNTRY
18180908|ED-FOOTBALL
18180909|ED-GOLF
18180910|ED-SOCCER-BOYS
18180911|ED-SOCCER-GIRLS
18180912|ED-SOFTBALL
18180913|ED-TENNIS
18180914|ED-TRACK
18180915|ED-VOLLEYBALL
18181000|ED-CAFE
18181100|ED-AFTER SCHOOL
18181200|ED-PK YONGE REIMBURSE
18190000|ED-DEVELOPMENT & ALUMNI
18190100|ED-DEVELOPMENT / ALUMNI-GEN
18200000|ED-RRMA
18200100|ED-RRMA-GENERAL
18200200|ED-RRMA SPECIAL PROJECTS
18210000|ED-DISTANCE LEARNING
18210100|ED-DISTANCE LEARNING-GEN
18210200|ED-ETC DUAL/CONCURRENT ENROLL
18220000|ED-INFORMATION / PUBLIC SERV
18220100|ED-INFOR / PUB SERV-GEN
18250000|ED-GRAD STUDIES / TECHNOLOGY
18250100|ED-GRAD STUDIES / TECH-GEN
18300000|ED-LASTINGER CENTER
18300100|ED-LASTINGER CENTER-GENERAL
18300200|ED-LASTINGER SPECIAL PROJECTS
18300300|ED-LASTINGER SPEC LEGISLATIVE
18310000|ED-SCHOOL SERVICE CENTER
18310100|ED-SCHOOL SVC CTR-GENERAL
18310200|ED - LASTINGER CENTER SSC
18310210|ED - LASTINGER CONTRACTS
18310220|ED-LASTINGER CENTER RESERVES
18310300|ED - DISTANCE LEARNING SSC
18310310|ED-DISTANCE LEARNING CONTRACT
18310400|ED - PKY SSC
18310500|ED - STL SSC
18310700|ED - SHDOSE SSC
18310800|ED - SESPECS SSC
18320000|ED-TEACHER EDUCATION CENTER
18320100|ED-TEACHER EDUC CTR -GEN
18330000|ED-ALLIANCE CENTER
18330100|ED-ALLIANCE-GENERAL
18340000|ED-BABY GATOR
18340100|ED-BABY GATOR-GENERAL
18350000|ED-INSTRUCTNL / INFO TECHNO
18350100|ED-INSTRUCTNL / INFO TECH-GEN
18360000|ED-CNTR-SCHOOL IMPROVEMENT
18360100|ED-CSI
18370000|ED-CED-CENTER FOR COMMUNITY ED
18370100|ED-CENTER FOR COMMUNITY ED-GEN
18380000|ED-CTR EXCEL EARLY CHILD STUD
19000000|COLLEGE-ENGINEERING
19010000|EG-ENGINEERING ADMINISTRATION
19010100|EG-DEAN'S OFFICE
19010200|EG-ACADEMIC PROGRAMS
19010300|EG-STUDENT SERVICES
19010400|EG-OUTREACH
19010401|EG-EDGE TUITION 95%
19010410|EG-OUTREACH EDUCATION SERVICES
19010500|EG-INDUSTRIAL PROGRAMS
19010501|EG-INTEGRTD PROD & PROCESS DES
19010510|EG-INNOVATION PROGRAMS
19010520|EG-LEADERSHIP PROGRAMS
19010600|EG-RESEARCH
19010700|EG-OFFICE-ENGINEERING RESRCH
19010800|EG-FISCAL / PERSONNEL
19010900|EG-PERSONNEL / PAYROLL
19011000|EG-PROCESSING / TRAVEL
19011100|EG-CONTRACTS / GRANTS ACCTING
19011200|EG-MANAGEMENT INFORMATIN SYSTS
19011201|EG-MIS SERVICES
19011300|EG-FACILITIES
19011400|EG-TRADES
19011401|EG-TRADE SERVICES
19011500|EG-PUBLICATIONS
19011501|EG-PUBLICATION SERVICES
19011502|EG-PUBLICATIONS ADVERTISING
19011600|EG-SPECIAL PUBLICATIONS
19011700|EG-DEVELOPMENT
19011710|EG-MERCHANDISE FANSHOP
19011800|EG-MISCELLANEOUS
19011900|EG-ADMINISTRATION SUPPORT
19012000|EG-COLLEGE LEVEL SUPPORT
19013000|EG-NANOFABRICATION FACILITY
19013100|EG-NANOFABRICATION AUXILLARY
19014000|EG-GENERAL BUILDING MAINT
19019000|EG-SP-ENGINEERING ADMIN
19020000|EG-MECHANICAL / AEROSPACE ENG
19020100|EG-MECH AND AERO
19020200|EG-INTELLIGENT MACHNS ROBOTICS
19020300|EG-AERO / ATMOSPH SCI (ICAAS)
19020400|EG-MACHINE TOOL RESEARCH CNTR
19020500|EG-HVAC LABORATORY
19029000|EG-SP-MECHANICAL AND AEROSPACE
19030000|EG-CHEMICAL ENGINEERING
19030100|EG-CHEMICAL
19030200|EG-MICROFABRITECH
19030300|EG-SURFACE SCI / ENGINEERING
19039000|EG-SP-CHEMICAL ENGINEERING
19040000|EG-CIVIL / COASTAL ENGINEERING
19040100|EG-CIVIL AND COASTAL
19040200|EG-CTR TRANSP TRAINING-CTT
19040300|EG-MICROCOMPS TRNSPRT -MCTRANS
19040400|EG-CONSTRUCT TRAIN/QUALIFICA
19040500|EG-GEOSENSING ENG / MAPPING
19040600|EG-FL TRANSPORT TECHNOLOGY CTR
19040700|EG-PAVEMENTS / INFRASTRUC MAT
19040800|EG-WTR RESOURCES RES CTR-WRRC
19040900|EG-BRIDGE INSTITUTE
19050000|EG-ELECTRICAL / COMPUTER ENG
19050100|EG-ELECTRICAL / COMPUTER
19050200|EG-MICROFABRITECH/NANO
19050300|EG-UWF ELECTRICAL / COMPUTER
19050400|EG-INTERGRATED ELECTRONIC CNTR
19050600|EG-ELECTRONIC COMMUN LAB
19050700|EG-LIGHTNING RES / TESTING
19059000|EG-SP-ELECTRICAL COMPUTER ENG
19060000|EG-INDUSTRIAL / SYSTEMS ENG
19060100|EG-INDUSTRIAL / SYSTEMS
19060200|EG-APPLIED OPTIMIZATION CENTER
19060300|EG-INDUSTRIAL ASSESSMENT CNTR
19060400|EG-INTEGRTD PROD / PROCESS DES
19060500|EG-OUTREACH ENG MGT (OEM)
19060600|EG-RISK MANAGEMENT / FINAN ENG
19060700|EG-SCALE-SUPPLY CHAIN / LOGIST
19069000|EG-SP-INDUSTRIAL SYSTEMS ENG
19070000|EG-ENG SCH SUSTAIN INFRST ENV
19070100|EG-SCHOOL SUSTAIN INFRST ENVIR
19070200|EG - CENTER FOR WETLANDS
19070300|EG-HINKLEY CENTER
19079000|EG-SP-SCHOOL SUSTAIN INFRS ENV
19080000|EG-NUCLEAR / RADIOLOGICAL ENG
19080100|EG-NUCLEAR / RADIOLOGICAL
19080200|EG-INNOV NUC SPC PWR / PROPUL
19080300|EG-REACTOR TRAINING
19090000|EG-MATERIALS SCI ENGINEERING
19090100|EG-MATERIALS SCIENCE
19090200|EG-MICROFABRITECH
19090300|EG-BIOMATERIALS CENTER
19090400|EG-MAIC-ANALYTICAL INSTRUMENTA
19090500|EG-MINERAL RESOURCES RESEARCH
19099000|EG-SP-MATERIALS SCIENCE ENG
19100000|EG-ENVIRONMENTAL ENGINEER SCI
19100100|EG-ENVIRONMENTAL
19100200|EG-CENTER-WETLANDS
19100300|EG-ENVIRONMENTAL POLICY CENTER
19100400|EG-ENVIRON SYS COMMER SPC TCH
19120000|EG-RES & ENG EDUC FACIL (REEF)
19120100|EG-RES & ENG ED FAC (REEF)
19120200|EG-GULF COAST ALLNC TECH TRSFR
19140000|EG-COMPUTER / INFO SCI & ENG
19140100|EG-COMP / INFO SCI & ENG
19140200|EG-DB SYSTEMS RES / DEV CTR
19140300|EG-DIGITAL WORLDS INSTITUTE
19140400|EG-COMPTR VISN / VISULIZATION
19140500|EG-SOFTWARE ENG RES CTR (SERC)
19149000|EG-SP-COMPUTER INFO SCI & ENG
19220000|EG - AUXILIARIES
19220100|EG- AUXILIARY ADMINISTRATION
19220200|EG-MCTRANS
19220300|EG-TECHNOLOGY TRAINING CENTER
19221000|EG-RESEARCH SERVICE CENTERS
19221100|EG-RSC MAIC
19221200|EG-RSC PERC (SC)
19221300|EG-RSC NRF
19320000|EG-FL CTR SOLID HAZ WASTE MGMT
19320100|EG-FLA CTR SOLID / HAZARD
19330000|EG-PARTICLE ENGINEER RES CTR
19330100|EG-PARTICLE ENG RES CTR
19340000|EG-BIOMEDICAL ENGINEERING
19340100|EG-BIOMEDICAL
19349000|EG-SP-BIOMEDICAL ENGINEERING
19349100|EG-FL HIGH TECH CORRIDOR COUNC
19349200|EG-FHTCC MATCH FOR TAO CONNECT
19370000|EG-NIMET-NANO INST MED/EG TECH
19370100|EG-NIMET
19370200|EG-NIMET-MFT (MICROFABRITECH)
19370300|EG-NIMET-UFNF (NANO AUX FAC)
19380000|EG-FESC-FL ENERGY SYSTEMS CONS
19380100|EG-FESC-ADMINISTRATION
19380200|EG-FESC-RESEARCH
19380300|EG-FESC-EDUCATION & OUTREACH
19400000|EG-ACADEMIC ACTIVITY
19400100|EG-ADMINISTRATIVE COURSES
20000000|INTERNATIONAL CENTER
20010000|IP-INTERNATIONAL CENTER-GEN
20010100|IP-INT'L CENTER DEAN TRAVEL
20010200|IP-INTL QUALITY ENHNCMT PROG
21000000|CHIEF FINANCIAL OFFICER
21010000|CFO-VP OFFICE
21020000|CFO-UNIVERSITY BUDGET OFFICE
21020100|CFO-UNIV BUDGET OFFICE ADMIN
21030000|CFO-PURCHASING SERVICES
21040000|CFO-SHARED SERVICE CENTER
22000000|VP-GENERAL COUNSEL
22010000|GN-MAIN CAMPUS
23000000|COLLEGE-JOURNALISM / COMMUNICA
23010000|CJC-JOURNALISM/COMMUNICA-DEAN
23010100|CJC-JOURN / COMMUNICA-ADMIN
23010200|CJC-GRADUATE STUDIES / RESEARC
23010201|CJC-GRADUATE DIVISION
23010202|CJC-FELLOWSHIPS
23010300|CJC-GRADUATE STUDIES
23010400|CJC-RESEARCH
23020000|CJC-ADVERTISING
23020100|CJC-ADVERSTISING-GENERAL
23030000|CJC-TELECOMMUNICATIONS
23030100|CJC-TELECOMMUNICATIONS-GEN
23030200|CJC-DOCUMENTARY INSTITUTE
23040000|CJC-JOURNALISM
23040100|CJC-JOURNALISM DEPT-GENERAL
23040200|CJC-JOURN COMM PHOTO LAB
23040300|CJC-BRECHNER CENTER
23040400|CJC-BRECHNER CITIZEN ACTN PROJ
23050000|CJC-INFORMATION TECHNOLOGY
23050100|CJC-INFORMATION TECH-GENERAL
23050200|CJC-ELECTRONIC TEXT
23060000|CJC-PUBLIC RELATIONS
23060100|CJC-PUBLIC RELATIONS-GENERAL
23070000|CJC-WUFT-TELEVISION PROD CTR
23070100|CJC-WUFT-TV PROD CTR-ADMIN
23070151|CJC-TVP-PROGRAMMING
23070152|CJC-TVP-EDUCATIONAL OUTREACH
23070153|CJC-TVP-PROGRAM DEVELOPMENT
23070154|CJC-TVP-PRODUCTION
23070155|CJC-TVP-NEWS
23070156|CJC-TVP-ART
23070157|CJC-TVP-ENGINEERING
23070158|CJC-TVP-OPERATIONS
23070159|CJC-TVPT-ADMINISTRATION
23070160|CJC-TVP-WLUF
23070163|CJC-TVP-DIGITAL
23070170|CJC-TVP-MEMBERSHP/FUNDRAISING
23070171|CJC-TVP-CORPORATE SUPPORT
23070172|CJC-TVP-DEVELOPMENT
23070173|CJC-TVP-COMMUNICATIONS
23080000|CJC-WUFT-RADIO PROD CTR
23080100|CJC-WUFT-RADIO-PROD CTR QUIP
23080114|CJC-QUIP-PRODUCTION
23080115|CJC-QUIP-NEWS
23080117|CJC-QUIP-ENGINEERING
23080200|CJC-WUFT-RADIO PROD CTR
23080210|CJC-RDP-RADIO READING SERVICE
23080211|CJC-RDP-PROGRAMMING
23080212|CJC-RDP-TRAFFIC
23080213|CJC-RDP-MUSIC
23080214|CJC-RDP-PRODUCTION
23080215|CJC-RDP-NEWS
23080217|CJC-RDP-ENGINEERING
23080218|CJC-RDP-WJUF
23080219|CJC-RDP-ADMINISTRATION
23080223|CJC-RDP-DIGITAL
23080230|CJC-RDP-MEMBERSHIP/FNDRAISING
23080231|CJC-RDP-CORPORATE SUPPORT
23080232|CJC-RDP-DEVELOPMENT
23080233|CJC-RDP-COMMUNICATIONS
23090000|CJC-DOCUMNENTARY INSTITUTE
23100000|CJC-WRUF-RADIO STATION
23100100|CJC-WRUF-ADMIN
23100200|CJC-WRUF-850 AM
23100201|CJC-AM-BOARD OPERATIONS
23100202|CJC-AM-NEWS
23100203|CJC-AM-SPORTS
23100204|CJC-AM-ENGINEERING
23100205|CJC-AM-PROMOTIONS
23100206|CJC-AM-PRODUCTION
23100207|CJC-AM-ADMINSTRATION
23100208|CJC-AM-SALES
23100300|CJC-WRUF-ROCK 104 FM
23100301|CJC-FM-BOARD OPERATIONS
23100302|CJC-FM-NEWS
23100303|CJC-FM-SPORTS
23100304|CJC-FM-ENGINEERING
23100305|CJC-FM-PROMOTION
23100306|CJC-FM-PRODUCTIONS
23100307|CJC-FM-ADMINSTRATION
23100308|CJC-FM-SALES
23120000|CJC-WUFT TV PUBLIC TELEVISION
23120100|CJC-WUFT-TV
23120151|CJC-TV-PROGRAMMING
23120152|CJC-TV-EDUCATIONAL OUTREACH
23120153|CJC-TV-PROGRAM DEVELOPMENT
23120154|CJC-TV-PRODUCTION
23120155|CJC-TV-NEWS
23120156|CJC-TV-ART
23120157|CJC-TV-ENGINEERING
23120158|CJC-TV-OPERATIONS
23120159|CJC-TV-ADMINSTRATION
23120160|CJC-TV-WLUF
23120162|CJC-COMMUNITY OUTREACH
23120163|CJC-TV-DIGITAL
23120170|CJC-TV-MEMBERSHIP/FNDRAISING
23120171|CJC-CORPORATE SUPPORT
23120173|CJC-TV-COMMUNICATIONS
23130000|CJC-WUFT FM PUBLIC RADIO
23130100|CJC-WUFT-FM
23130110|CJC-FM-RADIO READING SERVICE
23130111|CJC-FM-PROGRAMMING
23130112|CJC-FM-TRAFFIC
23130113|CJC-FM-MUSIC
23130114|CJC-FM-PRODUCTION
23130115|CJC-FM-NEWS
23130117|CJC-FM-ENGINEERING
23130118|CJC-FM-WJUF
23130119|CJC-FM-ADMINSTRATION
23130123|CJC-FM-DIGITAL
23130130|CJC-FM-MEMBERSHIP/FUNDRAISING
23130131|CJC-FM-CORPORATE SUPPORT
23130133|CJC-FM-COMMUNICATIONS
23140000|CJC-THE AGENCY
23140100|CJC-THE AGENCY-ADMIN
23140200|CJC-THE AGENCY-GENERAL
23150000|CJC-STEM TRANSLATIONAL COMMN
23150100|CJC-STEM TRANS COMMN-ADMIN
23150200|CJC-STEM TRANS COMMN-GENERAL
23200000|CJC-MASS COMMUNICATION
23200100|CJC-MASS COMMUNICATION-GEN
24000000|COLLEGE-LAW
24010000|LW-DEANS OFFICE
24010050|LW-DEANS UFF CLEARING
24010100|LW-ADMINISTRATION
24010200|LW-FAC PROFSSNL DEVELOPMT ACCT
24010300|LW-ASSOC DEAN-ACADEMIC
24010301|LW-SEMESTER AWAY MIAMI
24010302|LW-SEMESTER AWAY DC
24010303|LW-SEMESTER AWAY TALLAHASSEE
24010400|LW-DEANS STRATEGIC INITIATIVES
24010500|LW-FACULTY SUPPORT SERVICES
24010600|LW-INSTIT INFOR / PUBLICATIONS
24010650|LW-INFORMATION / TECHNOLOGY
24010700|LW-MAINTENANCE
24020000|LW-STUDENT SERVICES
24020100|LW-STUDENT AFFRS ADMIN
24020101|LW-FLORIDA LAW REVIEW
24020103|LW-FL JOURNAL-INTERNATIONAL LW
24020104|LW-JOURNAL OF TECH LAW / POLCY
24020105|LW-JOURNAL OF LAW / PUB POLICY
24020106|LW-MOOT COURT
24020107|LW-TRIAL TEAM
24020108|LW-EXTRA-CURRICULAR ACTIVITIES
24020109|LW-JESSUP MOOT COURT
24020110|LW-ICAM
24020111|LW-ADR COMPETITION TEAM
24020200|LW-CAREER SERVICE
24020300|LW-ADMISSIONS
24030000|LW-EXTERNAL AFFAIRS
24030100|LW-DEVELOPMENT / ALUMNI AFFRS
24030200|LW-COMMUNICATIONS
24030300|LW-LEGAL TECHNOLOGY INSTITUTE
24040000|LW-LEGAL INFORMATION CTR
24040100|LW-LIC ADMINISTRATION
24040200|LW-LIC TECHNOLOGY SERVICES
24050000|LW - INTERNATIONAL TAX PROGRAM
24050100|LW - GRAD TAX PROGRAM
24050101|LW-TAX MOOT COURT
24050200|LW-FL TAX REVIEW
24060000|LW-INTERNATIONAL PROGRAMS
24060100|LW-COMPARATIVE LAW LLM PROGRAM
24060200|LW-IP ADMINISTRATION
24060201|LW-STUDENT EXCHANGE
24060202|LW-FACULTY EXCHANGE
24060203|LW-CAPE TOWN STUDY ABROAD PRGM
24060204|LW-COSTA RICA STUDY ABRD PRGM
24060205|LW-MONTPELLIER STUDY ABRD PRGM
24060206|LW-FOREIGN ENRICHMENT COURSES
24060207|LW-CHINA STUDY ABROAD PRGM
24060300|LW-INTERNATIONAL TRADE PROGRAM
24070000|LW-SKILLS
24070100|LW-CIVIL CLINIC PROGRAMS
24070101|LW-GATOR TEAM CHILD PROGRAM
24070200|LW-TRIAL PRACTICE
24070300|LW-LEGAL RESEARCH & WRITING
24070400|LW-CRIMINAL JUSTICE CENTER
24070401|LW-CRIMINAL CLINIC
24080000|LW-GOVERNMENTAL RESPONSIBILITY
24080100|LW-CGR-ADMINISTRATIVE
24080200|LW-AMERICAN STUDIES IN POLAND
24090000|LW-CTR-CHILDREN / FAMILIES
24090100|LW-CHILD WELFARE CLINIC
24100000|LW-CTR-DISPUTE RESOLUTION
24110000|LW-CTR-ESTATES ELDER LAW PLAN
24120000|LW-CTR INTERNATIONL FIN CRIMES
24130000|LW-CTR STUDY RACE/RACE RELATS
24130100|LW-VIRGIL HAWKINS MINORITY PGM
24150000|LW-ENVIRONMENTAL CERT PRGM
24160000|LW-INTELLECTUAL PROP CERT PRGM
24170000|LW-LAW LIBRARY
24180000|LW-ICAIR
25000000|MILITARY UNITS
25010000|ML-ARMY
25020000|ML-AIRFORCE
25050000|ML-NAVY
26000000|COLLEGE-HLTH/HUMAN PERFORMANCE
26010000|HH-HHP DEAN'S OFFICE
26010100|HH-HHP DEAN'S OFFICE-ADMIN
26010200|HH-HHP COMPUTING SERVICES
26010300|HH-HHP-DEVELOPMENT
26010400|HH-HHP-INTERNATI INIITIATIVES
26010500|HH-HHP-MAINTENANCE SERVICES
26010600|HH-HHP-OUTREACH
26010700|HH-HHP-PUBLIC RELATIONS
26010800|HH-HHP-RESEARCH
26010900|HH-HHP-SPORT / FITNESS
26011000|HH-HHP-STUDENT SERVICES
26020000|HH-TOURISM / REC / SPORTS MGMT
26020100|HH-TRSM-ADMINISTRATION
26020200|HH-TRSM-COMMERCIAL RECREATION
26020300|HH-TRSM-FACILITY MANAGEMENT
26020400|HH-TRSM-LEISURE SERVICE MGMT
26020500|HH-TRSM-NATURAL RESOURCE MGMT
26020600|HH-TRSM-RECREATIONAL PRG DEV
26020700|HH-TRSM-SPORTS MANAGEMENT
26020800|HH-TRSM-THERAPEUTIC REC
26020900|HH-TRSM-TRAVEL / TOURISM
26021000|HH-TRSM-CTR TOURISM RES / DEV
26030000|HH-APPLIED PHYSIO/KINESIOLOGY
26030100|HH-APK-ADMINISTRATION
26030200|HH-APK-ATHLETIC TRAINING
26030300|HH-APK-BIO MECHANICS
26030400|HH-APK-CLINICAL EXER PHYSIOLOG
26030500|HH-APK-EXERCISE PHYSIOLOGY
26030600|HH-APK-FITNESS / WELLNESS
26030700|HH-APK-HUMAN PERFORMANCE
26030800|HH-APK-MOTOR LEARNING
26030900|HH-APK-SPRT / EXERCISE PSYCH
26031000|HH-APK-CTR  EXERCISE SCIENCE
26050000|HH-HEALTH EDUCATION BEHAVIOR
26050100|HH-HEB-ADMINISTRATION
26050200|HH-HEB-COMMUNITY HEALTH
26050300|HH-HEB-HEALTH PROMOTION
26050400|HH-HEB-HEALTH STUDIES
26050500|HH-HEB-PHYSICAL EDUCATION
26050600|HH-HEB-SCHOOL HEALTH
26050700|HH-HEB-FL CTR HEALTH PROMOTION
26050800|HH-HEB AD / HLTH BEH RSCH INST
26060000|HH-LIVING WELL
26060100|HH-LIVING WELL ADMIN
26070000|HH-RECREATIONAL SPORTS
26070100|HH-RECSPTS ADMIN
26070101|HH-RECSPTS MANAGEMENT
26070102|HH-RECSPTS MARKETING
26070200|HH-RECSPTS FACILITIES
26070201|HH-RECSPTS FACIL SUPERVISION
26070202|HH-RECSPTS FACIL-LK WAUBURG
26070203|HH-RECSPTS FACIL-AQUATICS
26070204|HH-RECSPTS FACIL-MAINT SERVS
26070300|HH-RECSPTS PROGRAMS
26070301|HH-RECSPTS PGMS-INTRAMURAL
26070302|HH-RECSPTS PGMS-SPORT CLUBS
26070303|HH-RECSPTS PGMS-FIT/WELLNESS
26080000|HH-OAK HAMMOCK UF FIT/WELL PRO
26080100|HH-OAK HAMMOCK ADMIN
27000000|OFFICE OF HEALTH AFFAIRS
27010000|HA-ADMINISTRATION
27010100|HA-EXECUTIVE
27010200|HA-GOVERNMENT RELATIONS
27010300|HA-STRATEGIC PLANNING
27010400|HA-HSC NEWS / COMMUNICATIONS
27010401|HA-HSC NEWS & COMMUNICATIONS
27010402|HA-COM ADVANCEMENT COMMUNICTNS
27010500|HA-HC PURCHASING
27010600|HA-SUPPORT
27010700|HA-ACADEMIC INFO SYS SUPPORT
27010701|HA-INFORMATION TECHNOLOGY
27010702|HA-IS VP
27010703|HA-TEACHING LABS
27010704|HA-SYNC/ASYNC
27010705|HA-HEALTHNET
27010706|HA-IT-SECURITY
27010707|HA-AHC ESE
27010708|HA-AHC XWEB SERVICES
27010709|HA-INTEGRATED DATA REPOSITORY
27010710|HA-AHC CTS IT
27010711|HA-IT TRAINING
27010712|HA-IT DATA CENTER
27010713|HA-IT SYSTEM ADMINISTRATION
27010714|HA-IT STORAGE AND DR
27010715|HA-AHC IWEB SERVICES
27010716|HA-AHC SOFTWARE SUPPORT
27010717|HA-CLINICAL APPS SUPPORT
27010718|HA-ANCILLARY SERVICES
27010800|HA-CONTRACTS / RELATED SERVS
27010900|HA-DEVELOPMENT
27011000|HA-HSC PRIVACY OFFICE
27011100|HA-HEALTH CENTER STORES
27011200|HA-INTERDISC EDUCATION CTR
27011300|HA-ANATOMICAL BOARD
27011400|HA-VP COMMITMENTS
27011500|HA - VP ADMIN
27011600|HA-LAKE NONA BLDG
27011601|HA-NONA BLDG OUTLAYS
27011700|HA-EXEC VP RESEARCH & EDUC
27011800|HA-NCI CANCER INITIATIVE
27020000|HA-EASTSIDE CLINIC
27020100|HA-EASTSIDE-GENERAL
27030000|HA-SELF INSURANCE TRUST FUND
27030100|HA-SELF INSURANCE TRUST-GEN
27040000|HA-BIOTECHNOLOGY
27040100|HA-BIOTECHNOLOGY-GENERAL
27050000|HA-AHEC
27050100|HA-AHEC-GENERAL
27060000|HA-HSC LIBRARY
27060100|HA-HSC LIBRARY-GENERAL
27060200|HA-ACCESS SERVICES-CIRC/MR
27060300|HA-LIBRARY ADMINISTRATION
27060400|HA-COLLECTION MANAGEMENT
27060500|HA-DOCUMENT DELIVERY/ILL
27060600|HA-INFORMATICS LAB
27060700|HA-MARKETING/PUBLIC RELATIONS
27060800|HA-OUTREACH
27060900|HA-REFERENCE
27061000|HA-RESOURCE MANAGEMENT
27061100|HA-SYSTEMS
27061200|HA-BORLAND LIBRARY-JAX
27061300|HA - VET MED READING ROOM
27070000|HA-STUDENT HEALTH CARE CENTER
27070100|HA-SHC-ADMINISTRATION
27070200|HA-BUSINESS OFFICE
27070201|HA-ACCOUNTING
27070202|HA-CENTRAL SUPPLY
27070203|HA-INSURANCE
27070300|HA-CARE
27070301|HA-CARE-OPS
27070302|HA-GRAD ASSISTANT
27070400|HA-ENVIROMENTAL SERVICES
27070500|HA-GENERAL MED
27070501|HA-PA
27070502|HA-PHYSICIANS
27070503|HA-NURSING TEAM B
27070504|HA-NURSING GENERAL
27070505|HA-NURSING SPECIAL CLINICS
27070506|HA-NURSING (SFCC)
27070507|HA-NURSING SHANDS
27070600|HA-HEALTH EDUCATION
27070601|HA-GATORWELL
27070602|HA-HLTH ED-STRIKE
27070603|HA-WELLNESS
27070700|HA-ITS
27070800|HA-LAB
27070900|HA-MARKETING
27071000|HA-MEDICAL RECORDS
27071100|HA-MENTAL HEALTH
27071101|HA-EAP
27071200|HA-PHARMACY
27071300|HA-SUPPORT STAFF
27071400|HA-X RAY
27071500|HA-RESERVE ACCOUNT
27071600|HA-BUILDING FUND
27071700|HA-EMPLOYEE ASSISTANCE PROGRAM
27071800|HA-STRIKE
27280000|HA-MCKNIGHT BRAIN INSTITUTE
27280100|HA-MBI ADMINISTRATION
27280200|HA-MBI SERVICE CENTERS
27280201|HA-MBI CITS
27280202|HA-MBI AMRIS
27280203|HA-MBI CELL/TISS ANALYSIS CORE
27280300|HA-MBI NHFML
27280400|HA-MBI BRAIN RESEARCH PROG
27280500|HA-MBI REGENERATIVE MED PROG
27280600|HA-MBI NEUROTRAUMA RES PROG
27280700|HA-MBI MCKNIGHT RES PROG
27280800|HA-MBI ALZHEIMERS RES PROG
27280900|HA-MBI PARKINSONS RES PROG
27990000|HA-FINANCIAL REPORTING ONLY
28000000|COLLEGE-VETERINARY MED
28010000|VM-DEAN' S OFFICE
28011100|VM-DEAN
28011200|VM-BUSINESS OFFICE
28011201|VM-BUSINESS OFFICE-GENERAL
28011202|VM-BUSINESS OFFC-READING ROOM
28011203|VM-BUSINESS OFC-PERSONNEL
28011204|VM-BUSINESS OFFC-HUMAN RES
28011300|VM-STUDENTS AND INSTRUCTION
28011301|VM-ADMISSION
28011302|VM-FINACIAL AID/SPECIAL PROGS
28011303|VM-CURRICULUM
28011304|VM-CLINICAL SKILLS LABORATORY
28011400|VM-RESEARCH / GRADUATE
28011401|VM-RESEARCH OFFICE
28011402|VM-GRADUATE SCHOOL
28011500|VM-ALUMNI / PUBLIC PROGRAMS
28011501|VM-DEVELOPMENT
28011502|VM-PR
28011600|VM-COMPUTER SERVS MANAGEMENT
28011700|VM-FACILITIES
28011701|VM-FACILITIES-GENERAL OFFICE
28011702|VM-FACILITIES-SECURITY
28011703|VM-FACILITIES-MINOR PROJECTS
28011704|VM-DIRECTOR'S OFFICE
28011705|VM-FACILITIES-AUDIO VISUAL
28020000|VM-RACING LAB
28020100|VM-ADMINISTRATION
28020101|VM-ADMINISTRATION-GEN OFFICE
28020102|VM-ADMINISTRATION-OTHER
28020400|VM-KENTUCKY RACING LAB
28020500|VM-EXTERNAL SERVICE RACING LAB
28020501|VM-INTERNAL SERVICE RACING LAB
28020502|VM-SCREENING-IA
28020503|VM-SCREENING-HPLC
28020600|VM-CONFIRMATION
28020700|VM-QAU
28020701|VM-QAU-QUALITY ASSURANCE
28020702|VM-QAU-COMPUTER SUPPORT
28040000|VM-LACS
28040100|VM-ADMINISTRATION
28040101|VM-LACS OTHER ACADEMIC
28040102|VM-ADMINISTRATION-OTHER
28040200|VM-TEACHING
28040300|VM-FACULTY DEVELOPMENT
28041500|VM-AQUATIC MED
28041600|VM-POULTRY MEDICINE
28041700|VM-REPRODUCTION
28041800|VM-EXTENSION
28041900|VM-FARMS
28042000|VM-LA MEDICINE
28042100|VM-LA SURGERY
28042200|VM-EPIDEMIOLOGY
28042300|VM-ALTERNATIVE MEDICINE
28042400|VM-ANESTHISIA
28042500|VM-EQUINE
28050000|VM-PHY SCI
28050100|VM-ADMINISTRATION
28050101|VM-ADMINISTRATION-GEN OFFICE
28050102|VM-ADMINISTRATION-OTHER
28050200|VM-TEACHING
28050300|VM-FACULTY DEVELOPMENT
28050400|VM-ADMINISTRATION-SS
28051600|VM-ECOTOXICOLOGY
28051700|VM-TOXICOLOGY
28051701|VM-TOXICOLOGY-HUMAN
28051702|VM-TOXICOLOGY-ENVIRONMENTAL
28051703|VM-TOXICOLOGY-ANIMALS
28051704|VM-TOXICOLOGY-AQUATIC
28051800|VM-CLINICAL PATH
28051900|VM-PHYSIOLOGY
28052000|VM-NEUROSCIENCE
28052100|VM-BONE
28052200|VM-PHARMACOLOGY
28052300|VM-MISC PHY SCI
28052400|VM-TOXICOLOGY LAB-GENERAL
28052500|VM-ANALYTICAL TOXICOLOGY
28056000|VM-PHY SC-CHAIR
28059000|VM-NEUROBIOLOGY-BRAIN INST
28090000|VM-SACS
28090100|VM-ADMINISTRATION
28090101|VM-ADMINISTRATIONGEN OFFICE
28090102|VM-ADMINISTRATIONOTHER
28090200|VM-TEACHING
